95230    // Forma	Frecuencia	Frec. norm.
aflojaba	148	0.32
Agapito	148	0.32
agrupaba	148	0.32
Aissami	148	0.32
Smash	148	0.32
Sofitel	148	0.32
solucionarlos	148	0.32
ALLEN	148	0.32
almanaques	148	0.32
Stephany	148	0.32
Alphabet	148	0.32
Altea	148	0.32
sucediéndose	148	0.32
sueñes	148	0.32
amenorrea	148	0.32
suministraron	148	0.32
suntuosas	148	0.32
ampliaría	148	0.32
amplifican	148	0.32
Sushi	148	0.32
susurrarle	148	0.32
Talentos	148	0.32
tampón	148	0.32
anginas	148	0.32
anhelando	148	0.32
anhídrido	148	0.32
tañido	148	0.32
anidaba	148	0.32
antejardín	148	0.32
teatreros	148	0.32
antídotos	148	0.32
Teixeira	148	0.32
tejieron	148	0.32
Telf	148	0.32
apagándose	148	0.32
Apocalypse	148	0.32
apuntalado	148	0.32
Tinto	148	0.32
Tomates	148	0.32
arribando	148	0.32
arrojen	148	0.32
Arsecio	148	0.32
tormentosas	148	0.32
artificialidad	148	0.32
asilado	148	0.32
trazaban	148	0.32
Atitlán	148	0.32
atravesarla	148	0.32
triada	148	0.32
trinar	148	0.32
Tuto	148	0.32
avisas	148	0.32
Ubisoft	148	0.32
ayudándole	148	0.32
azada	148	0.32
ULA	148	0.32
Bailamos	148	0.32
Ballets	148	0.32
uve	148	0.32
Variación	148	0.32
veeduría	148	0.32
Versaglio	148	0.32
vidriosa	148	0.32
birria	148	0.32
Vin	148	0.32
Vinski	148	0.32
Viñales	148	0.32
víscera	148	0.32
Boda	148	0.32
vocifera	148	0.32
volviesen	148	0.32
boro	148	0.32
vous	148	0.32
Bosé	148	0.32
braga	148	0.32
Weekly	148	0.32
brincaba	148	0.32
Wortex	148	0.32
butifarra	148	0.32
cabestrillo	148	0.32
calaba	148	0.32
Calienta	148	0.32
Calonge	148	0.32
Yaz	148	0.32
cantándole	148	0.32
Carabobeño	148	0.32
Cardinal	148	0.32
Zayas	148	0.32
castigaban	148	0.32
centauro	148	0.32
charcutería	148	0.32
chardonnay	148	0.32
Ché	148	0.32
Chofer	148	0.32
Claridad	148	0.32
Cobas	148	0.32
cocinarse	148	0.32
Codere	148	0.32
coincidieran	148	0.32
colorín	148	0.32
complementadas	148	0.32
comprábamos	148	0.32
Comprobé	148	0.32
conferían	148	0.32
confundimos	148	0.32
Connect	148	0.32
contrapoder	148	0.32
corbeta	148	0.32
correrían	148	0.32
Corrieron	148	0.32
Crecen	148	0.32
criminalística	148	0.32
Crispín	148	0.32
cristalizada	148	0.32
cromatografía	148	0.32
Daphne	148	0.32
Dax	148	0.32
Decididamente	148	0.32
Den	148	0.32
descuidadas	148	0.32
deseemos	148	0.32
deshonestos	148	0.32
diferían	148	0.32
dificil	148	0.32
diletante	148	0.32
Disposiciones	148	0.32
doctrinaria	148	0.32
dolidos	148	0.32
Dubois	148	0.32
duraciones	148	0.32
Duvalier	148	0.32
ebanista	148	0.32
echase	148	0.32
Edesur	148	0.32
EDURNE	148	0.32
efectores	148	0.32
ejercitó	148	0.32
Elemento	148	0.32
empaquetados	148	0.32
enardecidos	148	0.32
encarnará	148	0.32
epidémicas	148	0.32
epopeyas	148	0.32
Escoger	148	0.32
estafados	148	0.32
estan	148	0.32
estremecimientos	148	0.32
Etapas	148	0.32
excitarse	148	0.32
exhumar	148	0.32
explicaran	148	0.32
exportadas	148	0.32
F2	148	0.32
falangismo	148	0.32
FELIZ	148	0.32
Fenosa	148	0.32
ferrocarrileros	148	0.32
Firmado	148	0.32
flatulencias	148	0.32
fortificado	148	0.32
fosilizados	148	0.32
fracasadas	148	0.32
Funda	148	0.32
futilidad	148	0.32
Gaming	148	0.32
Ganivet	148	0.32
generalísimo	148	0.32
Giotto	148	0.32
golfos	148	0.32
gritarles	148	0.32
GTZ	148	0.32
Guiñazú	148	0.32
guirnalda	148	0.32
hartado	148	0.32
hematocrito	148	0.32
horadar	148	0.32
hormigueros	148	0.32
Huayna	148	0.32
humillarme	148	0.32
imploraba	148	0.32
impresores	148	0.32
imputadas	148	0.32
inaugurarán	148	0.32
infantilismo	148	0.32
ingresaran	148	0.32
Interacción	148	0.32
Isapres	148	0.32
jale	148	0.32
Jodie	148	0.32
juzgarla	148	0.32
Kang	148	0.32
krill	148	0.32
Ladislao	148	0.32
Leader	148	0.32
Levantando	148	0.32
Lex	148	0.32
léxicos	148	0.32
lía	148	0.32
Linz	148	0.32
logaritmos	148	0.32
longitudinalmente	148	0.32
Madriz	148	0.32
Mantenerse	148	0.32
Mantua	148	0.32
maquinistas	148	0.32
martiano	148	0.32
Maxim	148	0.32
mediatizada	148	0.32
mezquinas	148	0.32
Minerales	148	0.32
minimosca	148	0.32
misántropo	148	0.32
míseros	148	0.32
Mix	148	0.32
Mocho	148	0.32
mugrienta	148	0.32
Murciélaga	148	0.32
mutualistas	148	0.32
nikkei	148	0.32
NV	148	0.32
OCTUBRE	148	0.32
oficiosa	148	0.32
ordenarle	148	0.32
otorgarse	148	0.32
our	148	0.32
outfit	148	0.32
Pampas	148	0.32
pantanosas	148	0.32
pantanosa	148	0.32
Parsons	148	0.32
pataleando	148	0.32
patrocinó	148	0.32
Pavía	148	0.32
penquista	148	0.32
performer	148	0.32
perseguirá	148	0.32
Petia	148	0.32
PHN	148	0.32
Piénsese	148	0.32
PILI	148	0.32
pingües	148	0.32
Pitbull	148	0.32
Plasmodium	148	0.32
PO	148	0.32
Poincaré	148	0.32
policromada	148	0.32
potenciarse	148	0.32
Prendió	147	0.31
prescribió	147	0.31
Preservación	147	0.31
prístino	147	0.31
Privacidad	147	0.31
profes	147	0.31
Prométeme	147	0.31
psicótica	147	0.31
publicarlos	147	0.31
Pulmonar	147	0.31
pulperías	147	0.31
puntocom	147	0.31
quedaras	147	0.31
Quintín	147	0.31
radiológica	147	0.31
Reality	147	0.31
Realizan	147	0.31
reconstructiva	147	0.31
refrescaba	147	0.31
Regata	147	0.31
regodea	147	0.31
2028	147	0.31
2035	147	0.31
Reinoso	147	0.31
relatados	147	0.31
remakes	147	0.31
rematador	147	0.31
Renuncia	147	0.31
reptar	147	0.31
repudió	147	0.31
Respirar	147	0.31
restablecida	147	0.31
RESTAURANTE	147	0.31
Restricciones	147	0.31
revaloración	147	0.31
revisable	147	0.31
389	147	0.31
Rosalina	147	0.31
Round	147	0.31
RPG	147	0.31
rubricar	147	0.31
5ta	147	0.31
sacás	147	0.31
Safin	147	0.31
salazón	147	0.31
abarcado	147	0.31
abofeteó	147	0.31
abogando	147	0.31
absolutistas	147	0.31
Segalari	147	0.31
Sega	147	0.31
abusaron	147	0.31
acaeció	147	0.31
acatado	147	0.31
accederá	147	0.31
aceptarlos	147	0.31
aclaratoria	147	0.31
acompáñame	147	0.31
acusen	147	0.31
Adopción	147	0.31
agoreros	147	0.31
agradecían	147	0.31
agujerito	147	0.31
Sinovac	147	0.31
sitiado	147	0.31
sobrando	147	0.31
Album	147	0.31
sometiera	147	0.31
sorbitos	147	0.31
Algodón	147	0.31
Sterling	147	0.31
aludes	147	0.31
subtitulado	147	0.31
supremamente	147	0.31
suscitadas	147	0.31
susurran	147	0.31
Svaty	147	0.31
Syrah	147	0.31
ANF	147	0.31
tanteos	147	0.31
tarden	147	0.31
TCE	147	0.31
antidemocráticas	147	0.31
tecnocrática	147	0.31
terroríficas	147	0.31
APN	147	0.31
apremió	147	0.31
aprisiona	147	0.31
Tip	147	0.31
Arriola	147	0.31
Arrow	147	0.31
totalizando	147	0.31
Asteraceae	147	0.31
trapecistas	147	0.31
trascendiera	147	0.31
trastabillar	147	0.31
atiene	147	0.31
autocrático	147	0.31
Autora	147	0.31
autorreferencial	147	0.31
aventón	147	0.31
Aviones	147	0.31
UNASUR	147	0.31
Unica	147	0.31
Baiona	147	0.31
bajemos	147	0.31
balda	147	0.31
urraca	147	0.31
Bancaja	147	0.31
beberlo	147	0.31
vasectomía	147	0.31
veladora	147	0.31
benceno	147	0.31
vencieran	147	0.31
Verán	147	0.31
Vicario	147	0.31
Viru	147	0.31
Bocanegra	147	0.31
bodrio	147	0.31
vocalizaciones	147	0.31
Volta	147	0.31
bosnios	147	0.31
Wasmosy	147	0.31
Bucareli	147	0.31
cabeceo	147	0.31
Calima	147	0.31
caminen	147	0.31
CARA	147	0.31
cargueros	147	0.31
Zotoluco	147	0.31
carnavalesca	147	0.31
Carnicero	147	0.31
chakras	147	0.31
chiquero	147	0.31
Chispa	147	0.31
cidob	147	0.31
Cinemark	147	0.31
CIP	147	0.31
CNJ	147	0.31
colla	147	0.31
Combinado	147	0.31
Comemos	147	0.31
comparándolo	147	0.31
computarizado	147	0.31
Conga	147	0.31
congelaba	147	0.31
Continúe	147	0.31
copernicano	147	0.31
corceles	147	0.31
corpórea	147	0.31
Criadores	147	0.31
cubertería	147	0.31
CUENCA	147	0.31
cuestionarlo	147	0.31
culmen	147	0.31
Days	147	0.31
decoloración	147	0.31
dedicábamos	147	0.31
Dele	147	0.31
delineó	147	0.31
derivaban	147	0.31
derrumban	147	0.31
desentonar	147	0.31
desmenuza	147	0.31
Desmond	147	0.31
desmontando	147	0.31
desparramó	147	0.31
Destacaron	147	0.31
destemplada	147	0.31
Destinos	147	0.31
dioxinas	147	0.31
disminuyera	147	0.31
disonancias	147	0.31
diviertan	147	0.31
divo	147	0.31
Donizetti	147	0.31
dumping	147	0.31
durísimas	147	0.31
egolatría	147	0.31
embaucador	147	0.31
empatan	147	0.31
emplearía	147	0.31
enjuiciados	147	0.31
entumecidos	147	0.31
EO	147	0.31
escribidor	147	0.31
Escribiendo	147	0.31
escuchándola	147	0.31
escuchás	147	0.31
espectrómetro	147	0.31
esperá	147	0.31
esperables	147	0.31
estremecí	147	0.31
examinarla	147	0.31
explicitado	147	0.31
expresaría	147	0.31
extraditar	147	0.31
exudado	147	0.31
face	147	0.31
Fali	147	0.31
fantasiosas	147	0.31
fanzines	147	0.31
fechados	147	0.31
federalista	147	0.31
fenomenológica	147	0.31
fertilizar	147	0.31
Fitzpatrick	147	0.31
Foley	147	0.31
Fonden	147	0.31
Formaba	147	0.31
Fuji	147	0.31
fumarolas	147	0.31
funcionaran	147	0.31
genealogías	147	0.31
gentleman	147	0.31
Griseta	147	0.31
guadua	147	0.31
guipuzcoano	147	0.31
hallando	147	0.31
imperecedera	147	0.31
incomprendida	147	0.31
incontrolados	147	0.31
infiltrada	147	0.31
inmunizados	147	0.31
insólitamente	147	0.31
jeeps	147	0.31
jovenzuelo	147	0.31
juzgarlos	147	0.31
Kepa	147	0.31
largara	147	0.31
lastimera	147	0.31
llamáis	147	0.31
Llanes	147	0.31
luceros	147	0.31
lustrosos	147	0.31
Machete	147	0.31
Machi	147	0.31
macizas	147	0.31
magnificar	147	0.31
Mamíferos	147	0.31
Mandy	147	0.31
mantis	147	0.31
matraca	147	0.31
Medieval	147	0.31
melamina	147	0.31
Merce	147	0.31
meso	147	0.31
Middlesbrough	147	0.31
modistas	147	0.31
monitora	147	0.31
Monja	147	0.31
MONO	147	0.31
Muller	147	0.31
multilingüe	147	0.31
multiplicados	147	0.31
multiplicándose	147	0.31
MUNCYT	147	0.31
musité	147	0.31
N2O	147	0.31
Narcisa	147	0.31
neocórtex	147	0.31
neumólogo	147	0.31
niacina	147	0.31
nombraban	147	0.31
novicios	147	0.31
Nro	147	0.31
obstrucciones	147	0.31
ocultarla	147	0.31
ocurrirán	147	0.31
ofreciéndome	147	0.31
Olvidar	147	0.31
ondea	147	0.31
ondulados	147	0.31
Ordinario	147	0.31
organicidad	147	0.31
Originaria	147	0.31
Orleans	147	0.31
Packard	147	0.31
paganismo	147	0.31
Pasábamos	147	0.31
PASOS	147	0.31
Patrizia	147	0.31
peritoneal	147	0.31
perpetradas	147	0.31
Pesadilla	147	0.31
pf	147	0.31
PFP	147	0.31
picadero	147	0.31
Piriápolis	147	0.31
Piscina	147	0.31
pitado	147	0.31
plegó	147	0.31
Plymouth	147	0.31
posmenopáusicas	147	0.31
predicó	146	0.31
prefabricada	146	0.31
prefabricado	146	0.31
preguntase	146	0.31
presidiarios	146	0.31
Prian	146	0.31
PRIMEROS	146	0.31
Prioridad	146	0.31
$800	146	0.31
proactivos	146	0.31
propondrán	146	0.31
proveían	146	0.31
Publicar	146	0.31
punks	146	0.31
recabado	146	0.31
Recep	146	0.31
recopilaron	146	0.31
recreada	146	0.31
recurrirán	146	0.31
reflejándose	146	0.31
Regalo	146	0.31
reputada	146	0.31
rescatable	146	0.31
resfríos	146	0.31
resveratrol	146	0.31
retirarlos	146	0.31
rines	146	0.31
383	146	0.31
rodantes	146	0.31
464	146	0.31
Roux	146	0.31
rubeola	146	0.31
Sabas	146	0.31
Saer	146	0.31
sandalia	146	0.31
SANTI	146	0.31
sazone	146	0.31
Abbondanzieri	146	0.31
Abordar	146	0.31
abordé	146	0.31
Acuático	146	0.31
seroprevalencia	146	0.31
adeudo	146	0.31
Sheldon	146	0.31
Shostakovich	146	0.31
agendar	146	0.31
aglutinante	146	0.31
silogismo	146	0.31
SIMONA	146	0.31
airbag	146	0.31
albedo	146	0.31
Sobresale	146	0.31
soplete	146	0.31
alfarero	146	0.31
Sortu	146	0.31
Spring	146	0.31
aliñar	146	0.31
subirnos	146	0.31
subjetivación	146	0.31
submarinismo	146	0.31
Sudamericanos	146	0.31
Sultana	146	0.31
suntuarios	146	0.31
anacrónicos	146	0.31
anaeróbica	146	0.31
sustrajeron	146	0.31
Tabaquismo	146	0.31
table	146	0.31
Tadao	146	0.31
taparle	146	0.31
animarlo	146	0.31
tardara	146	0.31
Tedros	146	0.31
antihéroes	146	0.31
antocianinas	146	0.31
témpano	146	0.31
tergiversar	146	0.31
terraplenes	146	0.31
aposta	146	0.31
apreciará	146	0.31
arameo	146	0.31
tildan	146	0.31
timbrazos	146	0.31
ardides	146	0.31
ARG	146	0.31
tirria	146	0.31
Tocaron	146	0.31
todito	146	0.31
tonel	146	0.31
topless	146	0.31
toreando	146	0.31
Torrado	146	0.31
Aseo	146	0.31
Traen	146	0.31
asimilables	146	0.31
Asociada	146	0.31
transcendencia	146	0.31
aspa	146	0.31
atenuados	146	0.31
treparon	146	0.31
Triatlón	146	0.31
Avon	146	0.31
UIP	146	0.31
ultrajada	146	0.31
balboas	146	0.31
baldía	146	0.31
Balotelli	146	0.31
baquetas	146	0.31
UU	146	0.31
beldad	146	0.31
velludo	146	0.31
bencina	146	0.31
vengó	146	0.31
Berríos	146	0.31
besugo	146	0.31
viajaran	146	0.31
Betancur	146	0.31
Viajo	146	0.31
bingos	146	0.31
blanquísimos	146	0.31
virreyes	146	0.31
visibiliza	146	0.31
bombín	146	0.31
Volar	146	0.31
vomito	146	0.31
borrará	146	0.31
VUELTA	146	0.31
Vuelves	146	0.31
bracitos	146	0.31
Brokeback	146	0.31
BSN	146	0.31
BUENA	146	0.31
CAFTA	146	0.31
calibrando	146	0.31
calostro	146	0.31
yacer	146	0.31
campea	146	0.31
cantarla	146	0.31
zafa	146	0.31
carecería	146	0.31
caritativo	146	0.31
carnaza	146	0.31
casacas	146	0.31
centésimos	146	0.31
Chilpancingo	146	0.31
Coachella	146	0.31
completara	146	0.31
Completo	146	0.31
Compro	146	0.31
concéntricas	146	0.31
concurra	146	0.31
confrontados	146	0.31
consentidas	146	0.31
consultarme	146	0.31
contame	146	0.31
continuadores	146	0.31
controlas	146	0.31
Coparmex	146	0.31
Cuban	146	0.31
Deber	146	0.31
dejaríamos	146	0.31
delineador	146	0.31
demoledores	146	0.31
denigrantes	146	0.31
Depardieu	146	0.31
deposite	146	0.31
descarbonización	146	0.31
desclasificados	146	0.31
desgarrar	146	0.31
deshice	146	0.31
diferenciarlo	146	0.31
dinamiza	146	0.31
disertó	146	0.31
drogodependientes	146	0.31
ECUADOR	146	0.31
embocadura	146	0.31
empeñar	146	0.31
enanitos	146	0.31
Encerrado	146	0.31
encomendados	146	0.31
encomendar	146	0.31
enloqueciendo	146	0.31
ENTORNO	146	0.31
envolví	146	0.31
Erica	146	0.31
errancia	146	0.31
esgrimía	146	0.31
espartana	146	0.31
especifique	146	0.31
Estímulo	146	0.31
Estrenada	146	0.31
Eustaquio	146	0.31
Everything	146	0.31
exaspera	146	0.31
Experimentos	146	0.31
expirado	146	0.31
fantasea	146	0.31
fariseos	146	0.31
finalicen	146	0.31
fogosidad	146	0.31
fundiendo	146	0.31
gajes	146	0.31
gleba	146	0.31
Granollers	146	0.31
Gremios	146	0.31
grisura	146	0.31
grumete	146	0.31
hachazos	146	0.31
Heritage	146	0.31
Hidroeléctrica	146	0.31
hidroterapia	146	0.31
hinchó	146	0.31
histolytica	146	0.31
Homeland	146	0.31
húmero	146	0.31
Ibagaza	146	0.31
implantan	146	0.31
impugnó	146	0.31
impulsarse	146	0.31
Incertidumbre	146	0.31
inciensos	146	0.31
incubando	146	0.31
infiltra	146	0.31
inmaduras	146	0.31
insistan	146	0.31
Insuficiencia	146	0.31
interpelaciones	146	0.31
interprovincial	146	0.31
Invitación	146	0.31
inyectaba	146	0.31
ismos	146	0.31
jadear	146	0.31
Jartum	146	0.31
jiji	146	0.31
Jojoy	146	0.31
justiciera	146	0.31
kantiana	146	0.31
Karpin	146	0.31
Kramer	146	0.31
lánguidas	146	0.31
lesivo	146	0.31
lesiva	146	0.31
lícitos	146	0.31
Listín	146	0.31
litigantes	146	0.31
lumínicos	146	0.31
MacLeod	146	0.31
madrinas	146	0.31
Maidana	146	0.31
mamado	146	0.31
Manada	146	0.31
manejarlos	146	0.31
mareó	146	0.31
masturba	146	0.31
megalómano	146	0.31
mejorarlas	146	0.31
MEJORES	146	0.31
mendocina	146	0.31
mercedes	146	0.31
meritorios	146	0.31
meseras	146	0.31
mesoamericano	146	0.31
MET	146	0.31
metaboliza	146	0.31
metacrilato	146	0.31
MIEDO	146	0.31
mintieron	146	0.31
mirlos	146	0.31
Mochis	146	0.31
monitoreado	146	0.31
Moretti	146	0.31
Motociclismo	146	0.31
Mueren	146	0.31
mustias	146	0.31
Nariz	146	0.31
Nata	146	0.31
nerd	146	0.31
obcecación	146	0.31
Océanos	146	0.31
OIE	146	0.31
onomástico	146	0.31
optara	146	0.31
ortopédicos	146	0.31
oxigeno	146	0.31
papitas	146	0.31
Pascuas	146	0.31
pérfido	146	0.31
pisapapeles	146	0.31
populi	146	0.31
poquísimas	146	0.31
posaderas	146	0.31
pósteres	146	0.31
prédicas	145	0.31
predomine	145	0.31
prendían	145	0.31
prensada	145	0.31
Presentado	145	0.31
Procedencia	145	0.31
Procuración	145	0.31
PROGRAMAS	145	0.31
Promotores	145	0.31
prosas	145	0.31
Protágoras	145	0.31
provinieron	145	0.31
proyectista	145	0.31
1775	145	0.31
recepcionistas	145	0.31
Recesión	145	0.31
reclamé	145	0.31
recrudecido	145	0.31
recuperarlas	145	0.31
redundan	145	0.31
reembolsos	145	0.31
reiterativa	145	0.31
relumbrón	145	0.31
renació	145	0.31
REQUEIJO	145	0.31
resistiéndose	145	0.31
Respeta	145	0.31
retrase	145	0.31
reumáticas	145	0.31
reventón	145	0.31
RFID	145	0.31
393	145	0.31
robóticas	145	0.31
rodamos	145	0.31
Rodeada	145	0.31
rogamos	145	0.31
Rudesindo	145	0.31
salinos	145	0.31
870	145	0.31
santiguó	145	0.31
Sanxenxo	145	0.31
sazonado	145	0.31
Schumpeter	145	0.31
Absurdo	145	0.31
acentuaron	145	0.31
semiáridas	145	0.31
SENASA	145	0.31
aconsejables	145	0.31
acostaban	145	0.31
Sephyro	145	0.31
adiestrar	145	0.31
Agropecuarios	145	0.31
alaban	145	0.31
SNA	145	0.31
alarmistas	145	0.31
aldaba	145	0.31
Aldaya	145	0.31
sonsacarle	145	0.31
soportamos	145	0.31
soportados	145	0.31
sostenedores	145	0.31
Almonacid	145	0.31
alucinógeno	145	0.31
subdivisiones	145	0.31
amaga	145	0.31
subregionales	145	0.31
Amanecía	145	0.31
amigdalitis	145	0.31
superponer	145	0.31
taínos	145	0.31
talentosas	145	0.31
tandilense	145	0.31
tanquetas	145	0.31
tapamos	145	0.31
tartamudeo	145	0.31
anteras	145	0.31
techada	145	0.31
tejos	145	0.31
antitumoral	145	0.31
aparejados	145	0.31
ara	145	0.31
Arcelor	145	0.31
TOKIO	145	0.31
arpas	145	0.31
tomá	145	0.31
ARQUITECTURA	145	0.31
tonteras	145	0.31
Artemis	145	0.31
tornas	145	0.31
touchdowns	145	0.31
Trabajas	145	0.31
trasnochada	145	0.31
tratadistas	145	0.31
AUGE	145	0.31
aumentaran	145	0.31
Austro	145	0.31
Tumores	145	0.31
avalaron	145	0.31
aventar	145	0.31
avistó	145	0.31
Ulad	145	0.31
Unir	145	0.31
Urbanas	145	0.31
ballottage	145	0.31
barbijos	145	0.31
UTC	145	0.31
bartender	145	0.31
Bazar	145	0.31
beatitud	145	0.31
Veintiocho	145	0.31
vencejos	145	0.31
berridos	145	0.31
Vespasiano	145	0.31
bifurcan	145	0.31
biometría	145	0.31
Bla	145	0.31
violonchelista	145	0.31
víricas	145	0.31
Visitamos	145	0.31
Vivan	145	0.31
bonhomía	145	0.31
volcadas	145	0.31
voleo	145	0.31
CABERNET	145	0.31
Calatayud	145	0.31
xeral	145	0.31
canalizada	145	0.31
Yumbo	145	0.31
carantoñas	145	0.31
carcomidos	145	0.31
zulo	145	0.31
carótida	145	0.31
cartografías	145	0.31
casabe	145	0.31
Caseros	145	0.31
Cejis	145	0.31
centrífugas	145	0.31
cepillar	145	0.31
Cerraron	145	0.31
CG	145	0.31
CGE	145	0.31
chavala	145	0.31
chiringuitos	145	0.31
cibercafé	145	0.31
CIVIL	145	0.31
class	145	0.31
Colectivos	145	0.31
Combatir	145	0.31
conlleven	145	0.31
Consejerías	145	0.31
consumes	145	0.31
contaros	145	0.31
contraatacó	145	0.31
contrarrevolucionario	145	0.31
corregidores	145	0.31
court	145	0.31
Crean	145	0.31
creyese	145	0.31
CSN	145	0.31
CTS	145	0.31
cuadró	145	0.31
curaron	145	0.31
CURSO	145	0.31
DAR	145	0.31
Darling	145	0.31
declinante	145	0.31
demagogo	145	0.31
derribada	145	0.31
desanima	145	0.31
desasosegante	145	0.31
diocesano	145	0.31
distorsionando	145	0.31
distrajera	145	0.31
dogmáticas	145	0.31
doloridos	145	0.31
domiciliado	145	0.31
domótica	145	0.31
Ecclestone	145	0.31
ecólogos	145	0.31
Edificación	145	0.31
emirato	145	0.31
empequeñecido	145	0.31
empezás	145	0.31
enfatizaron	145	0.31
entornando	145	0.31
enturbia	145	0.31
envejecidas	145	0.31
Érick	145	0.31
errados	145	0.31
escojo	145	0.31
esquivas	145	0.31
Esté	145	0.31
esteroideos	145	0.31
estremecieron	145	0.31
excavando	145	0.31
exhibidor	145	0.31
expansionismo	145	0.31
Explicaron	145	0.31
expropiados	145	0.31
exteriormente	145	0.31
exterminados	145	0.31
Faith	145	0.31
famosísimo	145	0.31
FANY	145	0.31
Fenner	145	0.31
filosas	145	0.31
fitogenéticos	145	0.31
Forrest	145	0.31
freímos	145	0.31
Funcionan	145	0.31
fusionando	145	0.31
GABRIEL	145	0.31
gastroenterólogo	145	0.31
gateando	145	0.31
Getty	145	0.31
gotero	145	0.31
gravable	145	0.31
Grethel	145	0.31
grititos	145	0.31
Guasu	145	0.31
gustaran	145	0.31
Hacé	145	0.31
Harriet	145	0.31
hechizada	145	0.31
helénica	145	0.31
hidrológicas	145	0.31
hiperrealista	145	0.31
honró	145	0.31
huevecillos	145	0.31
humanizada	145	0.31
inconformista	145	0.31
indistinta	145	0.31
